커피초아, 카페, 제주특별자치도 제주시 동화로1길 57, 2, 3.7
김명자굴국밥 화북점, 음식점, 제주특별자치도 제주시 동화로 32, 0, 0.0
메종드베니, 음식점, 제주특별자치도 제주시 동화로 28, 6, 4.3
삼화옛날통닭, 음식점, 제주특별자치도 제주시 화삼북로 7, 2, 5.0
한짓골, 음식점, 제주특별자치도 제주시 동화로 30, 0, 0.0
탑해장국 삼화점, 음식점, 제주특별자치도 제주시 화삼북로4길 4-2, 20, 3.9
제주돈&삼겹 삼화점, 음식점, 제주특별자치도 제주시 화삼북로4길 4-4, 3, 4.3
구도로통닭 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 13, 0, 0.0
대왕가마솥 화북점, 음식점, 제주특별자치도 제주시 화삼북로2길 12, 12, 4.8
김준호의대단한갈비 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로4길 4-2, 0, 0.0
식사준비 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 19, 3, 4.3
바른찌개 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 13, 1, 1.0
황금손가락 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 14-8, 7, 4.0
오사부양꼬치마라탕, 음식점, 제주특별자치도 제주시 화삼북로 66, 3, 3.7
에그드랍 삼화지구점, 음식점, 제주특별자치도 제주시 건주로4길 6-1, 9, 4.0
역전할머니맥주 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 66, 2, 5.0
얼얼이불막창, 음식점, 제주특별자치도 제주시 건주로4길 26, 4, 4.0
삼화포크, 음식점, 제주특별자치도 제주시 건주로4길 12, 5, 4.0
삼화가츠우동, 음식점, 제주특별자치도 제주시 건주로4길 34, 5, 3.8
한끼국밥 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 20-1, 5, 4.2
두찜 제주삼화지구점, 음식점, 제주특별자치도 제주시 건주로4길 20-1, 3, 4.3
무한사케무사 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 34, 1, 2.0
쪽갈비야사랑한닭 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 34, 0, 0.0
돈까스퐁당떡볶이공수간 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 14, 0, 0.0
종로빈대떡, 음식점, 제주특별자치도 제주시 건주로4길 10-5, 0, 0.0
소문난돈갈비, 음식점, 제주특별자치도 제주시 건주로4길 14-1, 0, 0.0
국대포차 제주1호삼화점, 음식점, 제주특별자치도 제주시 동화로1길 53-12, 1, 5.0
배터지는생동까스 화북점, 음식점, 제주특별자치도 제주시 동화로1길 45-8, 3, 4.7
푸드드림, 음식점, 제주특별자치도 제주시 동화로1길 37, 2, 5.0
청정바당수산, 음식점, 제주특별자치도 제주시 동화로1길 37, 0, 0.0
까투리 화북주공점, 음식점, 제주특별자치도 제주시 동화로1길 45-12, 0, 0.0
동화면사무소, 음식점, 제주특별자치도 제주시 동화로1길 49-1, 1, 1.0
암사동벼락국물떡볶이 삼화점, 음식점, 제주특별자치도 제주시 동화로1길 49-12, 0, 0.0
동화로 연탄구이, 음식점, 제주특별자치도 제주시 동화로1길 53-20, 9, 4.7
동화흑돼지, 음식점, 제주특별자치도 제주시 동화로1길 49-13, 2, 5.0
흥부찜닭 삼화점, 음식점, 제주특별자치도 제주시 동화로1길 45-18, 0, 0.0
삼겹본능 삼화점, 음식점, 제주특별자치도 제주시 동화로1길 45-18, 0, 0.0
수원왕갈비, 음식점, 제주특별자치도 제주시 지석4길 6, 2, 3.5
남가네설악추어탕 도련점, 음식점, 제주특별자치도 제주시 삼봉로 134, 5, 4.6
삼형제민재민형민준이네, 음식점, 제주특별자치도 제주시 삼봉로 144, 5, 3.8
외도다해네 삼화점, 음식점, 제주특별자치도 제주시 건주로 66, 4, 4.0
티바두마리치킨 삼화점, 음식점, 제주특별자치도 제주시 건주로 66, 2, 5.0
청년피자 화북삼화점, 음식점, 제주특별자치도 제주시 삼봉로 87, 5, 3.6
오늘도플라워케이크, 음식점, 제주특별자치도 제주시 삼봉로 85, 0, 0.0
숨비둠비, 음식점, 제주특별자치도 제주시 연삼로 976, 3, 4.0
제주아이스크림닷컴, 음식점, 제주특별자치도 제주시 도련3길 43-6, 0, 0.0
사계진미숯불닭갈비 삼화점, 음식점, 제주특별자치도 제주시 건주로 33, 6, 4.3
배스킨라빈스 제주삼화점, 음식점, 제주특별자치도 제주시 건주로 43, 17, 2.1
던킨 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 6-4, 4, 5.0
자담치킨 제주삼화지구점, 음식점, 제주특별자치도 제주시 건주로6길 2, 8, 2.6
반주야, 음식점, 제주특별자치도 제주시 건주로3길 19, 0, 0.0
아임파인, 음식점, 제주특별자치도 제주시 지석8길 13-20, 40, 4.1
장가네일품순두부 삼화점, 음식점, 제주특별자치도 제주시 삼봉로2길 54, 25, 2.9
빵장수단팥빵카페 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 67, 12, 4.5
한일관, 음식점, 제주특별자치도 제주시 삼봉로2길 66, 5, 3.0
제주인짬뽕 삼화점, 음식점, 제주특별자치도 제주시 지석12길 14, 29, 3.8
호야치킨앤닭강정, 음식점, 제주특별자치도 제주시 화삼북로 87, 6, 3.3
오풍미족발 삼화점, 음식점, 제주특별자치도 제주시 화삼북로 87, 6, 3.3
빅스타피자 제주삼화점, 음식점, 제주특별자치도 제주시 지석12길 14, 0, 0.0
감성키친 제주삼양점, 음식점, 제주특별자치도 제주시 지석12길 14, 0, 0.0
바우네나주곰탕 삼화점, 음식점, 제주특별자치도 제주시 삼봉로 53, 4, 3.3
즐겨ㅤㅊㅏㅊ기, 음식점, 제주특별자치도 제주시 매촌1길 18, 4, 3.0
멕시카나치킨 도련점, 음식점, 제주특별자치도 제주시 매촌1길 18, 1, 5.0
에이펙스피자앤꽈배기, 음식점, 제주특별자치도 제주시 화삼북로 143, 5, 3.8
꾸기앤고기, 음식점, 제주특별자치도 제주시 화삼북로 139, 1, 5.0
상구비어 삼화점, 음식점, 제주특별자치도 제주시 화삼로 166, 2, 1.5
철가방, 음식점, 제주특별자치도 제주시 지석8길 6, 9, 3.1
얼큰이해장국, 음식점, 제주특별자치도 제주시 지석6길 4, 0, 0.0
진양해장국, 음식점, 제주특별자치도 제주시 지석10길 13, 33, 4.1
삼사석생구이촌, 음식점, 제주특별자치도 제주시 삼봉로 137, 0, 0.0
바삭돈까스 삼화점, 음식점, 제주특별자치도 제주시 화삼로 7, None, None
군족 삼화점, 음식점, 제주특별자치도 제주시 동화로 74, None, None
쿠웨이트떡볶이 삼화점, 음식점, 제주특별자치도 제주시 화삼로 7, None, None
자자손손멸치국수, 음식점, 제주특별자치도 제주시 동화로 74, None, None
돈삼겹삼화 2호점, 음식점, 제주특별자치도 제주시 화삼로1길 5, None, None
라곰, 음식점, 제주특별자치도 제주시 청풍남8길 54, None, None
삼화왕갈비, 음식점, 제주특별자치도 제주시 화삼로1길 15, None, None
땡초김밥싱싱왕만두 삼화점, 음식점, 제주특별자치도 제주시 화삼로 11, None, None
경성주막1929 삼화점, 음식점, 제주특별자치도 제주시 화삼로1길 15, None, None
치킨플러스 제주화북점, 음식점, 제주특별자치도 제주시 청풍남8길 54, None, None
돈김치찜, 음식점, 제주특별자치도 제주시 화삼로1길 5, None, None
제주두루치기 삼화점, 음식점, 제주특별자치도 제주시 청풍남8길 73, None, None
지윤밥상, 음식점, 제주특별자치도 제주시 화삼로 7, None, None
은희네해장국 삼화점, 음식점, 제주특별자치도 제주시 화삼로1길 16, None, None
루스트플레이스 삼화점, 음식점, 제주특별자치도 제주시 화삼로 21, None, None
메이회전초밥, 음식점, 제주특별자치도 제주시 건주로6길 50, None, None
스위튼, 음식점, 제주특별자치도 제주시 화삼로1길 14, None, None
현서네두루치기, 음식점, 제주특별자치도 제주시 화삼로1길 16, None, None
도미노피자 제주화북점, 음식점, 제주특별자치도 제주시 화삼로 19, None, None
빨간집 삼화지구점, 음식점, 제주특별자치도 제주시 화삼로1길 20, None, None
푸라닭치킨 제주삼화점, 음식점, 제주특별자치도 제주시 화삼로1길 18, None, None
한마음정육식당 제주삼화점, 음식점, 제주특별자치도 제주시 건주로6길 42, None, None
고봉민김밥인 제주화북점, 음식점, 제주특별자치도 제주시 화삼로 21, None, None
죠스떡볶이 제주삼화점, 음식점, 제주특별자치도 제주시 화삼로 19, None, None
와플대학 제주삼화캠퍼스, 음식점, 제주특별자치도 제주시 화삼북로2길 32, None, None
큰맘할매순대국 제주삼화점, 음식점, 제주특별자치도 제주시 화삼로 23, None, None
버무리 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 32, None, None
피자베이 삼화점, 음식점, 제주특별자치도 제주시 화삼로1길 20, None, None
육회는 말이야, 음식점, 제주특별자치도 제주시 화삼로1길 18, None, None
행복한찜닭 삼화지구점, 음식점, 제주특별자치도 제주시 화삼로 57, None, None
참다랑어막주는집 제주삼화점, 음식점, 제주특별자치도 제주시 화삼로1길 18, None, None
돈배락정육식당, 음식점, 제주특별자치도 제주시 화삼북로4길 4, None, None
권가칼국수, 음식점, 제주특별자치도 제주시 화삼북로 38, None, None
청년다방 제주삼화지구점, 음식점, 제주특별자치도 제주시 화삼북로 40, None, None
프랭크버거 삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 19, None, None
인생극장 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 38, None, None
맘스터치 신삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 9, None, None
바른한우, 음식점, 제주특별자치도 제주시 화삼북로2길 9, None, None
포케올데이 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 36, None, None
이삭토스트 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 36, None, None
배달삼겹돼지되지 삼화점, 음식점, 제주특별자치도 제주시 화삼북로2길 9, None, None
미루네닭 숯불구이 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 14-6, None, None
광땡, 음식점, 제주특별자치도 제주시 건주로4길 14-7, None, None
피슈마라홍탕 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 30, None, None
꿀돼지, 음식점, 제주특별자치도 제주시 건주로4길 6-1, None, None
솥닭, 음식점, 제주특별자치도 제주시 건주로4길 20, None, None
BHC치킨 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
백퍼갈비, 음식점, 제주특별자치도 제주시 화삼북로 66, None, None
춤추는돼지 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
떡방동행, 음식점, 제주특별자치도 제주시 건주로4길 24, None, None
뉴봄봄김밥, 음식점, 제주특별자치도 제주시 건주로4길 10-4, None, None
노가리앤비어 제주삼화지구점, 음식점, 제주특별자치도 제주시 건주로4길 10-4, None, None
오늘와인한잔 삼화점, 음식점, 제주특별자치도 제주시 화삼북로 66, None, None
노랑통닭 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 63, None, None
땅스부대찌개 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 6-1, None, None
도넛킹 제주본점, 음식점, 제주특별자치도 제주시 건주로4길 24, None, None
놀부주방, 음식점, 제주특별자치도 제주시 건주로4길 14, None, None
피슈마라홍탕 제주삼양점, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
팔도실비집 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 10-4, None, None
불막열삼 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 20, None, None
육회본가 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
1인불향쭈꾸미, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
본래순대 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
유짱냉삼겹, 음식점, 제주특별자치도 제주시 건주로4길 34, None, None
삼다통닭 화북주공점, 음식점, 제주특별자치도 제주시 동화로1길 55, None, None
치킨매니아 삼화점, 음식점, 제주특별자치도 제주시 동화로1길 37, None, None
난타5000피자 제주화북점, 음식점, 제주특별자치도 제주시 동화로1길 37, None, None
국밥참맛있는집 제주삼화점, 음식점, 제주특별자치도 제주시 동화로1길 49-12, None, None
헬로부찌 제주삼화점, 음식점, 제주특별자치도 제주시 동화로1길 37, None, None
봉수아피자 제주삼화지구점, 음식점, 제주특별자치도 제주시 동화로1길 45-12, None, None
키친요디, 음식점, 제주특별자치도 제주시 동화로1길 53-13, None, None
불닭공장 삼화점, 음식점, 제주특별자치도 제주시 동화로1길 53-14, None, None
꾸브라꼬숯불두마리치킨 제주삼화점, 음식점, 제주특별자치도 제주시 동화로1길 45-16, None, None
공수간 삼화점, 음식점, 제주특별자치도 제주시 동화로1길 45-18, None, None
신마라본색 삼화점, 음식점, 제주특별자치도 제주시 건주로2길 27-6, None, None
찬미숯불갈비, 음식점, 제주특별자치도 제주시 지석2길 13-4, None, None
춘천사나래숯불닭갈비, 음식점, 제주특별자치도 제주시 지석2길 13-4, None, None
돈뜨락, 음식점, 제주특별자치도 제주시 도련길 10, None, None
동산식당, 음식점, 제주특별자치도 제주시 삼봉로 137, None, None
펠롱펠롱, 음식점, 제주특별자치도 제주시 건주로6길 62, None, None
샤브마니아 제주삼화점, 음식점, 제주특별자치도 제주시 건주로 72, None, None
이치진 삼화지구점, 음식점, 제주특별자치도 제주시 건주로 66, None, None
쭈꾸미달인 제주삼화지구점, 음식점, 제주특별자치도 제주시 화삼로 89, None, None
김가네 제주삼화점, 음식점, 제주특별자치도 제주시 건주로 65, None, None
골든와틀, 음식점, 제주특별자치도 제주시 건주로 73, None, None
메르디르뱅, 음식점, 제주특별자치도 제주시 화삼로 110, None, None
동쪽빵앗간, 음식점, 제주특별자치도 제주시 화삼로 110, None, None
김가네 삼화점, 음식점, 제주특별자치도 제주시 건주로 65, None, None
순살몬스터 삼화마을, 음식점, 제주특별자치도 제주시 건주로 66, None, None
마리조아 본점, 음식점, 제주특별자치도 제주시 삼봉로 99, None, None
충세흑돼지고기마씸, 음식점, 제주특별자치도 제주시 삼봉로 110, None, None
미쁨김밥, 음식점, 제주특별자치도 제주시 삼봉로 113-2, None, None
뚜레쥬르 제주도련점, 음식점, 제주특별자치도 제주시 연삼로 974, None, None
대굴대굴 삼화점, 음식점, 제주특별자치도 제주시 삼봉로 85, None, None
굽네치킨 도련봉개점, 음식점, 제주특별자치도 제주시 삼봉로 115, None, None
페리카나 도련점, 음식점, 제주특별자치도 제주시 삼봉로 115, None, None
미듬, 음식점, 제주특별자치도 제주시 삼봉로 115, None, None
제주축산농협한우프라자 삼화점, 음식점, 제주특별자치도 제주시 건주로 45, None, None
연북로명태명가 삼화점, 음식점, 제주특별자치도 제주시 건주로 43, None, None
롯데리아 제주삼화지구점, 음식점, 제주특별자치도 제주시 건주로4길 6-4, None, None
한치비곱창, 음식점, 제주특별자치도 제주시 건주로3길 11, None, None
풍미원, 음식점, 제주특별자치도 제주시 건주로4길 6-4, None, None
본죽&비빔밥cafe 제주삼화점, 음식점, 제주특별자치도 제주시 건주로 43, None, None
고죽면 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 6-4, None, None
파리바게뜨 삼화2지구점, 음식점, 제주특별자치도 제주시 건주로 31, None, None
죽이야기 제주 삼화점, 음식점, 제주특별자치도 제주시 건주로4길 6-8, None, None
크로와상제주빵집, 음식점, 제주특별자치도 제주시 건주로 33, None, None
바르다김선생 제주삼화점, 음식점, 제주특별자치도 제주시 건주로 37, None, None
삼화주구, 음식점, 제주특별자치도 제주시 건주로3길 11, None, None
인쌩맥주 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 66, None, None
백채김치찌개 제주삼화점, 음식점, 제주특별자치도 제주시 건주로3길 19, None, None
두부만드는사람들, 음식점, 제주특별자치도 제주시 건주로4길 6-8, None, None
사랑물돼지, 음식점, 제주특별자치도 제주시 건주로3길 19, None, None
츄러스1500 제주삼화점, 음식점, 제주특별자치도 제주시 건주로4길 6-8, None, None
밤은짧고요순살은맛있고맥주는차가워요, 음식점, 제주특별자치도 제주시 건주로6길 2, None, None
화락바베큐치킨 제주삼화지구점, 음식점, 제주특별자치도 제주시 건주로4길 6-8, None, None
남성로치킨하우스 삼화점, 음식점, 제주특별자치도 제주시 건주로3길 19, None, None
으뜸아이스크림할인점, 음식점, 제주특별자치도 제주시 화삼북로 90, None, None
돈삼겹 삼화3호점, 음식점, 제주특별자치도 제주시 지석8길 13-22, None, None
샐러데이즈 제주삼화점, 음식점, 제주특별자치도 제주시 삼봉로2길 62, None, None
뉴욕버거 제주삼화점, 음식점, 제주특별자치도 제주시 건주로 22, None, None
서문떡볶이 삼화점, 음식점, 제주특별자치도 제주시 지석12길 14, None, None
해루, 음식점, 제주특별자치도 제주시 지석12길 14, None, None
신이내린닭 삼화점, 음식점, 제주특별자치도 제주시 지석12길 14, None, None
강윤구스시야, 음식점, 제주특별자치도 제주시 화삼북로 135, None, None
마이마이버거, 음식점, 제주특별자치도 제주시 화삼북로 139, None, None
청춘쌀핫도그 삼화점, 음식점, 제주특별자치도 제주시 화삼로 166, None, None
제주한우곱창 삼화점, 음식점, 제주특별자치도 제주시 화삼로 166, None, None
파리바게뜨 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 135, None, None
BBQ 제주삼화점, 음식점, 제주특별자치도 제주시 화삼북로 143, None, None
곰표반점 도련점, 음식점, 제주특별자치도 제주시 삼봉로 47, None, None
육장갈비 삼화점, 음식점, 제주특별자치도 제주시 화삼북로 139, None, None
신전떡볶이 삼화점, 음식점, 제주특별자치도 제주시 화삼로 166, None, None
참다랑어막주는집 제주삼화점, 음식점, 제주특별자치도 제주시 삼봉로 57, None, None
밀라네사, 음식점, 제주특별자치도 제주시 매촌2길 78, None, None
맛있는소리 도련점, 음식점, 제주특별자치도 제주시 삼봉로 150, None, None
다온제과, 음식점, 제주특별자치도 제주시 삼봉로 141, None, None
도련들, 음식점, 제주특별자치도 제주시 도련2길 4, None, None
오몰락베이커리, 음식점, 제주특별자치도 제주시 매촌2길 80, None, None
삼화초등학교, 학교, 제주특별자치도 제주시 화삼북로2길 27, 1, 4.0
동화초등학교, 학교, 제주특별자치도 제주시 동화로1길 44, 2, 0.0
동화초등학교 병설유치원, 어린이집/유치원, 제주특별자치도 제주시 동화로1길 44, 0, 0.0
삼화초등학교 병설유치원, 어린이집/유치원, 제주특별자치도 제주시 화삼북로2길 27, 0, 0.0
도련초등학교, 학교, 제주특별자치도 제주시 화삼로 104, 0, 5.0
오름중학교, 학교, 제주특별자치도 제주시 화삼북로 110, 0, 5.0
도련초등학교병설유치원, 어린이집/유치원, 제주특별자치도 제주시 화삼로 104, 0, 0.0
성원사, 사찰, 제주특별자치도 제주시 도련길 66, 0, 0.0
